Player,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Lindell Wigginton,MIL,MIL @ CLE,04/10/2022,L,40,18,7,15,46.7,2,6,33.3,2,6,33.3,1,2,3,8,1,0,2,4,-14
Lauri Markkanen,CLE,CLE vs. MIL,04/10/2022,W,21,23,8,11,72.7,4,7,57.1,3,3,100,0,7,7,0,0,0,0,1,33
Caris LeVert,CLE,CLE vs. MIL,04/10/2022,W,29,6,2,7,28.6,0,5,0.0,2,2,100,0,0,0,6,2,0,1,3,38
Dwight Powell,DAL,DAL vs. SAS,04/10/2022,W,25,12,5,6,83.3,0,0,-,2,6,33.3,3,4,7,2,0,1,3,2,11
Trey Burke,DAL,DAL vs. SAS,04/10/2022,W,9,3,1,3,33.3,1,1,100,0,0,-,0,1,1,4,0,0,0,0,-1
John Konchar,MEM,MEM vs. BOS,04/10/2022,L,39,17,7,11,63.6,1,4,25.0,2,5,40.0,7,6,13,10,2,1,2,1,-17
Derrick White,BOS,BOS @ MEM,04/10/2022,W,20,8,3,5,60.0,1,3,33.3,1,1,100,1,3,4,3,0,0,0,0,16
Jaylen Brown,BOS,BOS @ MEM,04/10/2022,W,23,18,8,16,50.0,2,7,28.6,0,0,-,0,3,3,4,0,0,3,4,11
Al Horford,BOS,BOS @ MEM,04/10/2022,W,24,13,6,8,75.0,1,1,100,0,0,-,0,6,6,2,0,1,2,0,13
Shake Milton,PHI,PHI vs. DET,04/10/2022,W,33,30,11,18,61.1,1,3,33.3,7,7,100,2,2,4,4,2,1,0,1,24
Jamorko Pickett,DET,DET @ PHI,04/10/2022,L,23,6,2,6,33.3,2,5,40.0,0,0,-,0,5,5,0,0,1,2,0,-4
Bogdan Bogdanovic,ATL,ATL @ HOU,04/10/2022,W,28,14,5,14,35.7,4,9,44.4,0,3,0.0,0,6,6,7,2,0,0,1,20
Greg Brown III,POR,POR vs. UTA,04/10/2022,L,25,3,1,8,12.5,1,5,20.0,0,0,-,0,2,2,1,0,2,3,2,-23
Isaac Okoro,CLE,CLE vs. MIL,04/10/2022,W,18,4,2,4,50.0,0,0,-,0,0,-,1,1,2,2,0,0,0,3,18
Evan Mobley,CLE,CLE vs. MIL,04/10/2022,W,23,18,8,13,61.5,0,0,-,2,4,50.0,3,7,10,1,0,4,1,0,33
RJ Nembhard Jr.,CLE,CLE vs. MIL,04/10/2022,W,3,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,1,0,-12
Tomas Satoransky,WAS,WAS @ CHA,04/10/2022,L,20,5,2,3,66.7,1,1,100,0,0,-,2,4,6,9,1,0,1,2,9
Mason Plumlee,CHA,CHA vs. WAS,04/10/2022,W,21,8,4,6,66.7,0,0,-,0,2,0.0,1,7,8,2,0,2,2,3,-9
Terry Rozier,CHA,CHA vs. WAS,04/10/2022,W,32,25,10,18,55.6,5,9,55.6,0,0,-,0,3,3,6,0,0,1,2,6
Miles Bridges,CHA,CHA vs. WAS,04/10/2022,W,28,9,3,12,25.0,1,4,25.0,2,2,100,1,6,7,5,0,1,0,1,0
P.J. Washington,CHA,CHA vs. WAS,04/10/2022,W,25,9,4,4,100,0,0,-,1,1,100,0,1,1,1,0,1,1,4,9
Arnoldas Kulboka,CHA,CHA vs. WAS,04/10/2022,W,3,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-4
LaMelo Ball,CHA,CHA vs. WAS,04/10/2022,W,29,24,8,16,50.0,6,7,85.7,2,2,100,2,8,10,9,1,0,8,1,19
Vernon Carey Jr.,WAS,WAS @ CHA,04/10/2022,L,19,11,4,7,57.1,0,0,-,3,8,37.5,5,2,7,0,1,1,1,2,-9
Cassius Winston,WAS,WAS @ CHA,04/10/2022,L,4,0,0,3,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,1,-2
Isaiah Todd,WAS,WAS @ CHA,04/10/2022,L,17,0,0,3,0.0,0,2,0.0,0,0,-,0,1,1,1,2,0,2,1,-15
Kai Jones,CHA,CHA vs. WAS,04/10/2022,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,2,0,0,-4
James Bouknight,CHA,CHA vs. WAS,04/10/2022,W,3,2,1,2,50.0,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-4
JT Thor,CHA,CHA vs. WAS,04/10/2022,W,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,1,1,-4
Corey Kispert,WAS,WAS @ CHA,04/10/2022,L,26,20,8,12,66.7,4,8,50.0,0,0,-,0,3,3,1,0,0,0,0,-5
Jordan Schakel,WAS,WAS @ CHA,04/10/2022,L,4,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-2
Clint Capela,ATL,ATL @ HOU,04/10/2022,W,23,18,7,10,70.0,0,0,-,4,4,100,7,6,13,0,1,2,0,2,11
Timothe Luwawu-Cabarrot,ATL,ATL @ HOU,04/10/2022,W,7,0,0,1,0.0,0,1,0.0,0,0,-,1,1,2,0,0,0,1,0,1
Kevin Knox II,ATL,ATL @ HOU,04/10/2022,W,2,1,0,2,0.0,0,2,0.0,1,2,50.0,1,1,2,0,0,0,0,1,-4
Trae Young,ATL,ATL @ HOU,04/10/2022,W,34,28,10,20,50.0,4,7,57.1,4,4,100,1,4,5,11,0,0,5,4,8
De'Andre Hunter,ATL,ATL @ HOU,04/10/2022,W,33,22,7,13,53.8,4,4,100,4,5,80.0,0,2,2,0,0,0,2,1,18
Kevin Porter Jr.,HOU,HOU vs. ATL,04/10/2022,L,41,26,10,24,41.7,6,12,50.0,0,0,-,2,6,8,6,0,0,2,1,-16
Garrison Mathews,HOU,HOU vs. ATL,04/10/2022,L,32,14,4,7,57.1,3,6,50.0,3,3,100,0,6,6,0,1,1,0,2,2
Skylar Mays,ATL,ATL @ HOU,04/10/2022,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-4
Jae'Sean Tate,HOU,HOU vs. ATL,04/10/2022,L,30,5,2,4,50.0,1,1,100,0,0,-,2,0,2,2,0,1,1,3,0
Sharife Cooper,ATL,ATL @ HOU,04/10/2022,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Xavier Tillman,MEM,MEM vs. BOS,04/10/2022,L,35,5,2,10,20.0,0,3,0.0,1,1,100,3,1,4,2,2,0,1,3,-22
Malik Fitts,BOS,BOS @ MEM,04/10/2022,W,9,7,3,4,75.0,1,1,100,0,0,-,1,2,3,2,0,0,0,0,-2
Xavier Moon,LAC,LAC vs. OKC,04/10/2022,W,26,17,8,11,72.7,1,3,33.3,0,0,-,0,3,3,7,1,1,2,1,27
Jaylen Hoard,OKC,OKC @ LAC,04/10/2022,L,45,14,6,20,30.0,1,6,16.7,1,1,100,6,9,15,3,1,1,1,2,-48
Amir Coffey,LAC,LAC vs. OKC,04/10/2022,W,43,35,13,22,59.1,7,10,70.0,2,2,100,2,11,13,5,0,1,2,1,40
Melvin Frazier Jr.,OKC,OKC @ LAC,04/10/2022,L,43,8,4,16,25.0,0,6,0.0,0,0,-,1,3,4,1,0,0,0,4,-40
Isaiah Hartenstein,LAC,LAC vs. OKC,04/10/2022,W,25,12,4,7,57.1,1,2,50.0,3,3,100,3,3,6,6,1,1,0,1,32
Rodney Hood,LAC,LAC vs. OKC,04/10/2022,W,20,5,1,1,100,1,1,100,2,2,100,0,3,3,2,0,0,0,2,28
Isaiah Roby,OKC,OKC @ LAC,04/10/2022,L,18,16,7,15,46.7,2,5,40.0,0,2,0.0,1,2,3,1,2,0,1,0,-11
Terance Mann,LAC,LAC vs. OKC,04/10/2022,W,24,10,4,7,57.1,1,2,50.0,1,1,100,0,5,5,3,0,2,1,0,27
Luke Kennard,LAC,LAC vs. OKC,04/10/2022,W,28,20,7,17,41.2,4,10,40.0,2,2,100,1,2,3,4,0,0,1,1,20
Ivica Zubac,LAC,LAC vs. OKC,04/10/2022,W,23,12,6,10,60.0,0,0,-,0,0,-,4,7,11,2,0,2,1,2,18
Robert Covington,LAC,LAC vs. OKC,04/10/2022,W,13,9,3,7,42.9,3,5,60.0,0,0,-,1,5,6,0,1,0,1,2,24
McKinley Wright IV,MIN,MIN vs. CHI,04/10/2022,L,7,0,0,0,-,0,0,-,0,0,-,0,0,0,2,0,0,0,0,3
Jaden McDaniels,MIN,MIN vs. CHI,04/10/2022,L,18,8,3,7,42.9,1,4,25.0,1,1,100,0,0,0,1,1,2,1,3,-6
Anthony Edwards,MIN,MIN vs. CHI,04/10/2022,L,18,8,3,8,37.5,0,4,0.0,2,2,100,0,0,0,1,1,0,1,1,-12
Naz Reid,MIN,MIN vs. CHI,04/10/2022,L,21,14,6,10,60.0,2,4,50.0,0,0,-,2,3,5,0,0,2,2,4,-16
Jordan McLaughlin,MIN,MIN vs. CHI,04/10/2022,L,19,2,1,1,100,0,0,-,0,0,-,0,2,2,4,0,1,2,1,0
Tyler Cook,CHI,CHI @ MIN,04/10/2022,W,4,3,1,2,50.0,0,0,-,1,1,100,0,1,1,0,0,0,0,2,4
Jarred Vanderbilt,MIN,MIN vs. CHI,04/10/2022,L,14,0,0,2,0.0,0,1,0.0,0,0,-,0,3,3,1,0,0,2,1,-14
Josh Okogie,MIN,MIN vs. CHI,04/10/2022,L,21,13,5,7,71.4,0,1,0.0,3,4,75.0,3,0,3,2,2,1,0,4,-3
Troy Brown Jr.,CHI,CHI @ MIN,04/10/2022,W,40,17,7,13,53.8,2,6,33.3,1,1,100,2,9,11,4,2,0,2,1,9
Derrick Jones Jr.,CHI,CHI @ MIN,04/10/2022,W,29,12,3,5,60.0,2,2,100,4,4,100,3,1,4,2,2,1,3,4,-2
Malik Beasley,MIN,MIN vs. CHI,04/10/2022,L,16,8,3,9,33.3,2,6,33.3,0,0,-,0,1,1,1,0,0,0,1,-13
Tristan Thompson,CHI,CHI @ MIN,04/10/2022,W,15,10,4,6,66.7,0,0,-,2,4,50.0,2,3,5,0,0,0,0,2,11
Patrick Beverley,MIN,MIN vs. CHI,04/10/2022,L,15,5,1,3,33.3,0,1,0.0,3,4,75.0,0,1,1,4,0,0,0,1,-11
Matt Ryan,BOS,BOS @ MEM,04/10/2022,W,5,3,1,5,20.0,1,5,20.0,0,0,-,0,0,0,0,1,0,0,0,3
Isaiah Joe,PHI,PHI vs. DET,04/10/2022,W,28,8,2,9,22.2,2,7,28.6,2,2,100,0,4,4,2,2,0,3,2,21
Jarrett Culver,MEM,MEM vs. BOS,04/10/2022,L,32,14,5,16,31.3,2,6,33.3,2,5,40.0,0,2,2,1,1,0,2,3,-15
Aaron Nesmith,BOS,BOS @ MEM,04/10/2022,W,16,5,1,4,25.0,1,4,25.0,2,2,100,0,3,3,0,0,0,1,5,-3
Santi Aldama,MEM,MEM vs. BOS,04/10/2022,L,31,20,7,16,43.8,2,5,40.0,4,6,66.7,6,4,10,4,2,0,4,3,-22
Yves Pons,MEM,MEM vs. BOS,04/10/2022,L,26,6,2,7,28.6,2,6,33.3,0,0,-,0,2,2,1,0,3,0,3,-13
Sam Hauser,BOS,BOS @ MEM,04/10/2022,W,9,5,2,4,50.0,1,3,33.3,0,0,-,0,2,2,1,0,0,0,0,3
Payton Pritchard,BOS,BOS @ MEM,04/10/2022,W,15,12,4,8,50.0,2,5,40.0,2,2,100,2,2,4,4,1,0,0,1,18
Grant Williams,BOS,BOS @ MEM,04/10/2022,W,20,9,2,7,28.6,1,4,25.0,4,4,100,1,2,3,1,0,1,1,3,17
De'Anthony Melton,MEM,MEM vs. BOS,04/10/2022,L,24,14,4,13,30.8,3,9,33.3,3,4,75.0,1,2,3,5,0,1,1,2,-20
Luke Kornet,BOS,BOS @ MEM,04/10/2022,W,13,10,5,7,71.4,0,1,0.0,0,0,-,3,2,5,2,0,0,0,2,4
Brodric Thomas,BOS,BOS @ MEM,04/10/2022,W,8,3,1,2,50.0,1,1,100,0,0,-,0,2,2,3,1,0,1,1,-2
Ziaire Williams,MEM,MEM vs. BOS,04/10/2022,L,28,18,6,18,33.3,4,11,36.4,2,2,100,1,3,4,1,1,0,0,1,-18
Jalen Johnson,ATL,ATL @ HOU,04/10/2022,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-4
Alperen Sengun,HOU,HOU vs. ATL,04/10/2022,L,35,9,4,12,33.3,1,6,16.7,0,0,-,1,5,6,8,0,1,1,4,-17
Zavier Simpson,OKC,OKC @ LAC,04/10/2022,L,45,17,7,15,46.7,1,3,33.3,2,2,100,1,8,9,7,1,1,2,3,-51
Georgios Kalaitzakis,OKC,OKC @ LAC,04/10/2022,L,48,17,6,15,40.0,3,6,50.0,2,4,50.0,1,5,6,3,2,0,3,4,-50
Brandon Boston Jr.,LAC,LAC vs. OKC,04/10/2022,W,38,18,8,15,53.3,0,2,0.0,2,4,50.0,1,6,7,5,1,1,1,1,34
Vit Krejci,OKC,OKC @ LAC,04/10/2022,L,40,16,7,17,41.2,2,8,25.0,0,0,-,2,1,3,2,0,0,1,3,-50
Chris Boucher,TOR,TOR @ NYK,04/10/2022,L,32,21,6,14,42.9,3,7,42.9,6,7,85.7,2,5,7,3,0,0,0,1,0
Armoni Brooks,TOR,TOR @ NYK,04/10/2022,L,18,3,1,4,25.0,1,4,25.0,0,0,-,0,2,2,0,0,0,1,3,-12
Obi Toppin,NYK,NYK vs. TOR,04/10/2022,W,40,42,16,28,57.1,6,14,42.9,4,4,100,1,9,10,3,0,1,2,1,8
Precious Achiuwa,TOR,TOR @ NYK,04/10/2022,L,26,9,4,13,30.8,1,5,20.0,0,0,-,2,4,6,2,1,1,1,2,-7
Malachi Flynn,TOR,TOR @ NYK,04/10/2022,L,28,10,4,14,28.6,2,6,33.3,0,0,-,1,3,4,4,2,0,1,1,1
Bismack Biyombo,PHX,PHX vs. SAC,04/10/2022,L,26,14,5,7,71.4,0,0,-,4,5,80.0,2,7,9,1,0,2,0,3,-1
Anthony Gill,WAS,WAS @ CHA,04/10/2022,L,19,9,3,10,30.0,1,2,50.0,2,2,100,4,4,8,2,0,0,1,1,-16
Kevin Durant,BKN,BKN vs. IND,04/10/2022,W,41,20,5,17,29.4,0,6,0.0,10,10,100,0,10,10,16,1,0,6,0,10
Jeremy Lamb,SAC,SAC @ PHX,04/10/2022,W,15,5,2,3,66.7,1,1,100,0,0,-,0,1,1,0,1,0,3,1,2
Josh Jackson,SAC,SAC @ PHX,04/10/2022,W,18,12,3,8,37.5,0,3,0.0,6,6,100,0,3,3,0,0,0,2,2,8
Torrey Craig,PHX,PHX vs. SAC,04/10/2022,L,26,8,3,10,30.0,2,8,25.0,0,0,-,3,0,3,4,0,2,1,2,-11
Donte DiVincenzo,SAC,SAC @ PHX,04/10/2022,W,27,19,5,11,45.5,4,7,57.1,5,7,71.4,0,4,4,3,1,0,2,4,7
Andre Drummond,BKN,BKN vs. IND,04/10/2022,W,20,20,9,9,100,0,0,-,2,2,100,4,9,13,0,0,2,1,3,-2
Gabe York,IND,IND @ BKN,04/10/2022,L,6,1,0,2,0.0,0,2,0.0,1,2,50.0,0,1,1,2,2,0,1,1,-1
Aaron Holiday,PHX,PHX vs. SAC,04/10/2022,L,33,10,3,17,17.6,1,8,12.5,3,3,100,2,3,5,5,1,0,1,6,0
Brandon Williams,POR,POR vs. UTA,04/10/2022,L,32,10,4,16,25.0,1,4,25.0,1,1,100,0,4,4,4,2,1,1,4,-31
Elijah Hughes,POR,POR vs. UTA,04/10/2022,L,20,4,1,6,16.7,0,3,0.0,2,2,100,0,2,2,0,1,2,2,1,-21
Chimezie Metu,SAC,SAC @ PHX,04/10/2022,W,30,7,2,5,40.0,1,2,50.0,2,2,100,0,7,7,2,4,1,1,0,0
Neemias Queta,SAC,SAC @ PHX,04/10/2022,W,18,6,3,4,75.0,0,0,-,0,0,-,0,6,6,0,0,2,0,3,8
Ish Wainright,PHX,PHX vs. SAC,04/10/2022,L,32,15,6,14,42.9,3,8,37.5,0,0,-,2,1,3,0,4,0,0,6,-2
Gabriel Lundberg,PHX,PHX vs. SAC,04/10/2022,L,27,10,4,13,30.8,2,5,40.0,0,0,-,1,4,5,5,2,0,0,4,2
Rudy Gay,UTA,UTA @ POR,04/10/2022,W,18,8,3,7,42.9,0,3,0.0,2,2,100,1,3,4,2,0,1,2,1,26
Mike Conley,UTA,UTA @ POR,04/10/2022,W,26,14,6,13,46.2,1,3,33.3,1,2,50.0,0,2,2,5,3,0,1,2,16
Rudy Gobert,UTA,UTA @ POR,04/10/2022,W,30,18,4,6,66.7,0,0,-,10,14,71.4,3,10,13,1,0,2,2,2,25
Didi Louzada,POR,POR vs. UTA,04/10/2022,L,18,5,2,5,40.0,1,2,50.0,0,0,-,1,2,3,1,0,0,1,4,-16
Oshae Brissett,IND,IND @ BKN,04/10/2022,L,36,28,10,20,50.0,5,10,50.0,3,4,75.0,3,5,8,3,1,0,0,5,-9
Jordan Clarkson,UTA,UTA @ POR,04/10/2022,W,29,9,4,13,30.8,1,8,12.5,0,0,-,3,8,11,4,3,0,2,2,22
Danuel House Jr.,UTA,UTA @ POR,04/10/2022,W,27,7,2,7,28.6,0,3,0.0,3,4,75.0,0,6,6,1,1,0,3,1,19
CJ Elleby,POR,POR vs. UTA,04/10/2022,L,28,12,5,6,83.3,2,3,66.7,0,0,-,2,1,3,1,2,0,1,5,-16
Reggie Bullock,DAL,DAL vs. SAS,04/10/2022,W,27,4,1,6,16.7,1,3,33.3,1,1,100,1,2,3,2,0,0,1,3,16
Ish Smith,WAS,WAS @ CHA,04/10/2022,L,17,8,4,9,44.4,0,0,-,0,0,-,0,0,0,2,3,0,3,1,-18
Isaiah Thomas,CHA,CHA vs. WAS,04/10/2022,W,13,14,5,8,62.5,2,4,50.0,2,2,100,0,1,1,1,1,0,0,2,-1
Raul Neto,WAS,WAS @ CHA,04/10/2022,L,22,9,3,6,50.0,0,0,-,3,3,100,0,1,1,2,2,0,0,0,-8
Montrezl Harrell,CHA,CHA vs. WAS,04/10/2022,W,22,8,4,6,66.7,0,0,-,0,0,-,2,0,2,4,1,1,2,1,23
Kelly Oubre Jr.,CHA,CHA vs. WAS,04/10/2022,W,16,6,2,5,40.0,2,5,40.0,0,2,0.0,0,3,3,1,1,0,0,2,18
Cody Martin,CHA,CHA vs. WAS,04/10/2022,W,24,5,1,3,33.3,0,1,0.0,3,3,100,3,2,5,3,2,1,1,1,14
Rui Hachimura,WAS,WAS @ CHA,04/10/2022,L,32,21,9,19,47.4,1,4,25.0,2,2,100,2,2,4,2,1,0,0,1,-2
Daniel Gafford,WAS,WAS @ CHA,04/10/2022,L,28,13,4,9,44.4,0,0,-,5,10,50.0,3,4,7,1,1,2,1,5,-1
Jalen McDaniels,CHA,CHA vs. WAS,04/10/2022,W,21,14,6,8,75.0,2,2,100,0,0,-,2,4,6,2,0,1,1,0,17
Deni Avdija,WAS,WAS @ CHA,04/10/2022,L,31,12,5,12,41.7,1,5,20.0,1,1,100,1,4,5,4,1,0,1,2,-11
Jared Harper,NOP,NOP @ MEM,04/09/2022,L,7,12,5,6,83.3,1,1,100,1,1,100,0,0,0,2,3,0,1,0,14
Nicolas Batum,LAC,LAC vs. SAC,04/09/2022,W,26,5,2,3,66.7,1,2,50.0,0,0,-,0,5,5,3,2,0,2,0,16
Paul George,LAC,LAC vs. SAC,04/09/2022,W,34,23,8,14,57.1,6,9,66.7,1,2,50.0,1,7,8,12,2,0,4,3,18
Marcus Morris Sr.,LAC,LAC vs. SAC,04/09/2022,W,24,11,4,13,30.8,2,8,25.0,1,1,100,0,2,2,1,0,1,0,4,9
Reggie Jackson,LAC,LAC vs. SAC,04/09/2022,W,22,7,3,9,33.3,1,4,25.0,0,0,-,0,3,3,1,0,0,4,0,9
Harrison Barnes,SAC,SAC @ LAC,04/09/2022,L,26,3,1,4,25.0,1,3,33.3,0,2,0.0,0,5,5,0,0,0,0,0,-13
Justin Holiday,SAC,SAC @ LAC,04/09/2022,L,18,6,2,6,33.3,2,5,40.0,0,0,-,0,2,2,4,2,0,0,1,-3
Rodney Hood,LAC,LAC vs. SAC,04/09/2022,W,4,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,0,0
Tony Snell,NOP,NOP @ MEM,04/09/2022,L,12,7,3,6,50.0,0,2,0.0,1,1,100,0,0,0,1,0,0,1,1,12
Xavier Tillman,MEM,MEM vs. NOP,04/09/2022,W,8,3,1,3,33.3,1,3,33.3,0,2,0.0,0,0,0,1,1,0,0,0,-14
De'Anthony Melton,MEM,MEM vs. NOP,04/09/2022,W,25,12,5,10,50.0,2,6,33.3,0,0,-,1,2,3,3,2,1,3,3,9
Isaiah Joe,PHI,PHI vs. IND,04/09/2022,W,9,5,2,3,66.7,1,2,50.0,0,0,-,0,1,1,0,0,0,0,1,-6
Trey Lyles,SAC,SAC @ LAC,04/09/2022,L,20,15,6,10,60.0,1,3,33.3,2,3,66.7,1,5,6,0,1,0,0,1,-6
Damian Jones,SAC,SAC @ LAC,04/09/2022,L,29,12,4,7,57.1,0,1,0.0,4,7,57.1,1,3,4,2,4,0,4,3,-17
Ivica Zubac,LAC,LAC vs. SAC,04/09/2022,W,25,15,7,11,63.6,0,0,-,1,2,50.0,4,8,12,2,0,0,0,4,9
Amir Coffey,LAC,LAC vs. SAC,04/09/2022,W,4,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,2
Davion Mitchell,SAC,SAC @ LAC,04/09/2022,L,38,22,10,18,55.6,0,3,0.0,2,2,100,0,1,1,7,0,0,2,2,-20
Jeremy Lamb,SAC,SAC @ LAC,04/09/2022,L,27,6,2,8,25.0,1,6,16.7,1,1,100,1,3,4,4,1,0,1,2,-12
Robert Covington,LAC,LAC vs. SAC,04/09/2022,W,20,8,2,5,40.0,1,4,25.0,3,3,100,1,6,7,1,0,0,0,2,8
Josh Jackson,SAC,SAC @ LAC,04/09/2022,L,23,7,3,11,27.3,0,2,0.0,1,1,100,2,3,5,2,2,0,2,3,-7
Tyrese Maxey,PHI,PHI vs. IND,04/09/2022,W,31,18,7,15,46.7,2,6,33.3,2,2,100,0,1,1,5,1,0,0,2,11
Norman Powell,LAC,LAC vs. SAC,04/09/2022,W,22,20,6,11,54.5,4,6,66.7,4,5,80.0,0,1,1,2,0,1,1,2,2
Draymond Green,GSW,GSW @ SAS,04/09/2022,W,32,12,6,10,60.0,0,1,0.0,0,0,-,0,13,13,8,1,1,4,4,6
Kevon Looney,GSW,GSW @ SAS,04/09/2022,W,12,6,3,6,50.0,0,0,-,0,0,-,3,2,5,0,2,0,0,0,4
Josh Richardson,SAS,SAS vs. GSW,04/09/2022,L,22,10,4,8,50.0,2,3,66.7,0,0,-,0,1,1,0,1,0,1,3,-2
Gary Payton II,GSW,GSW @ SAS,04/09/2022,W,23,6,3,5,60.0,0,2,0.0,0,0,-,1,5,6,0,1,0,0,3,-6
Keita Bates-Diop,SAS,SAS vs. GSW,04/09/2022,L,22,9,4,7,57.1,0,2,0.0,1,1,100,0,2,2,0,1,0,2,1,5
Zach Collins,SAS,SAS vs. GSW,04/09/2022,L,22,7,2,5,40.0,0,1,0.0,3,4,75.0,0,11,11,2,0,3,2,4,0
Andrew Wiggins,GSW,GSW @ SAS,04/09/2022,W,35,15,5,13,38.5,2,7,28.6,3,8,37.5,0,2,2,0,0,0,1,3,3
Otto Porter Jr.,GSW,GSW @ SAS,04/09/2022,W,25,6,2,5,40.0,1,2,50.0,1,2,50.0,3,3,6,1,0,0,1,1,2
Nemanja Bjelica,GSW,GSW @ SAS,04/09/2022,W,16,12,3,6,50.0,2,3,66.7,4,4,100,1,1,2,2,1,0,1,1,0
Gabe York,IND,IND @ PHI,04/09/2022,L,15,7,2,5,40.0,1,4,25.0,2,3,66.7,0,1,1,2,0,1,0,3,-3
Andre Iguodala,GSW,GSW @ SAS,04/09/2022,W,17,3,1,3,33.3,0,2,0.0,1,2,50.0,0,3,3,1,1,0,1,1,-4
Terry Taylor,IND,IND @ PHI,04/09/2022,L,30,10,4,10,40.0,0,2,0.0,2,3,66.7,3,2,5,2,1,0,2,2,-6
Isaiah Jackson,IND,IND @ PHI,04/09/2022,L,30,16,6,12,50.0,1,1,100,3,3,100,1,6,7,0,2,2,2,3,-13
Oshae Brissett,IND,IND @ PHI,04/09/2022,L,29,20,6,10,60.0,3,5,60.0,5,9,55.6,2,5,7,1,1,0,0,3,-10
Yves Pons,MEM,MEM vs. NOP,04/09/2022,W,8,0,0,3,0.0,0,1,0.0,0,0,-,1,1,2,0,0,1,1,1,-14
Paul Reed,PHI,PHI vs. IND,04/09/2022,W,11,8,4,4,100,0,0,-,0,2,0.0,3,2,5,1,4,0,0,5,2
Ziaire Williams,MEM,MEM vs. NOP,04/09/2022,W,22,19,7,12,58.3,4,7,57.1,1,3,33.3,2,1,3,2,1,0,1,2,7
Joshua Primo,SAS,SAS vs. GSW,04/09/2022,L,32,14,5,13,38.5,3,6,50.0,1,2,50.0,0,1,1,3,0,0,3,5,3
Devontae Cacok,SAS,SAS vs. GSW,04/09/2022,L,21,4,2,4,50.0,0,0,-,0,0,-,1,2,3,1,1,0,1,3,-9
Jonathan Kuminga,GSW,GSW @ SAS,04/09/2022,W,22,18,6,8,75.0,2,2,100,4,4,100,2,2,4,2,2,0,1,5,9
Tre Jones,SAS,SAS vs. GSW,04/09/2022,L,33,15,5,14,35.7,1,3,33.3,4,6,66.7,0,4,4,7,1,0,3,3,-1
Lonnie Walker IV,SAS,SAS vs. GSW,04/09/2022,L,27,24,8,15,53.3,2,7,28.6,6,6,100,0,5,5,2,1,0,0,2,-4
Tyrese Haliburton,IND,IND @ PHI,04/09/2022,L,37,19,7,10,70.0,0,1,0.0,5,6,83.3,0,1,1,9,1,1,6,1,-1
Matisse Thybulle,PHI,PHI vs. IND,04/09/2022,W,24,2,1,2,50.0,0,1,0.0,0,0,-,2,0,2,2,2,0,1,0,2
Duane Washington Jr.,IND,IND @ PHI,04/09/2022,L,26,15,6,10,60.0,2,4,50.0,1,2,50.0,0,1,1,2,1,0,1,1,6
Shake Milton,PHI,PHI vs. IND,04/09/2022,W,22,4,2,8,25.0,0,1,0.0,0,0,-,1,0,1,8,1,0,1,3,5
Lance Stephenson,IND,IND @ PHI,04/09/2022,L,20,9,3,5,60.0,1,1,100,2,2,100,0,4,4,5,1,1,2,2,-5
Jose Alvarado,NOP,NOP @ MEM,04/09/2022,L,23,12,5,8,62.5,0,2,0.0,2,2,100,0,1,1,5,1,0,2,1,-24
Trey Murphy III,NOP,NOP @ MEM,04/09/2022,L,16,8,1,6,16.7,1,3,33.3,5,5,100,2,0,2,0,0,0,1,1,-16
Brandon Clarke,MEM,MEM vs. NOP,04/09/2022,W,18,20,10,10,100,0,0,-,0,0,-,2,3,5,3,1,0,0,1,31
Ja Morant,MEM,MEM vs. NOP,04/09/2022,W,27,21,7,14,50.0,2,3,66.7,5,7,71.4,2,2,4,9,0,1,4,2,18
Larry Nance Jr.,NOP,NOP @ MEM,04/09/2022,L,19,2,1,5,20.0,0,2,0.0,0,0,-,1,2,3,0,2,0,1,2,-25
Kyle Anderson,MEM,MEM vs. NOP,04/09/2022,W,21,7,3,5,60.0,1,2,50.0,0,0,-,0,3,3,4,0,1,2,2,13
Neemias Queta,SAC,SAC @ LAC,04/09/2022,L,19,10,3,7,42.9,0,0,-,4,6,66.7,1,0,1,2,0,2,1,3,-2
Terance Mann,LAC,LAC vs. SAC,04/09/2022,W,16,5,2,7,28.6,1,3,33.3,0,0,-,0,1,1,2,0,0,0,4,2
Garrett Temple,NOP,NOP @ MEM,04/09/2022,L,8,3,1,3,33.3,1,3,33.3,0,0,-,0,1,1,1,0,0,0,0,14
